,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
3085,郭天成,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3086,安路生,男,汉族,1965/11/1,江西省,南昌市,安义县,本科,,在职,,,,,,,,,,,,,,,,,
3087,潘永昌,男,汉族,1954/1/1,江苏省,无锡市,,硕士,,退休,,,,,,,,,,,,,,,,,
3088,潘志纯,男,汉族,1954/12/1,江苏省,无锡市,江阴市,硕士,,退休,,,,,,,,,,,,,,,,,
3089,陈先国,男,汉族,1948/7/1,浙江省,宁波市,鄞县,硕士,1972/8/1,退休,,,,,,,,,,,,,,,,,
3090,钟燕群,女,汉族,1955/1/1,浙江省,舟山市,,硕士,1974/4/1,在职,,,,,,,,,,,,,,,,,
3091,巢卫林,男,汉族,1949/8/1,上海市,,,硕士,1971/12/1,退休,,,,,,,,,,,,,,,,,
3092,高亢,男,汉族,1957/1/1,辽宁省,沈阳市,,本科,1977/5/1,退休,,,,,,,,,,,,,,,,,
3093,赵惠琴,女,汉族,1963/5/1,上海市,,,本科,1985/10/1,在职,,,,,,,,,,,,,,,,,
3094,蒋耀,男,汉族,1963/10/1,浙江省,金华市,东阳市,博士,,在职,,,,,,,,,,,,,,,,,
3095,夏科家,男,汉族,1973/8/1,江苏省,徐州市,,博士,1994/5/1,在职,,,,,,,,,,,,,,,,,
3096,施南昌,男,汉族,1952/3/1,,,,硕士,,退休,,,,,,,,,,,,,,,,,
3097,林湘,男,汉族,1961/7/1,湖南省,永州市,双牌县,本科,,在职,,,,,,,,,,,,,,,,,
3098,张立平,男,汉族,1953/11/1,上海市,,,硕士,1979/3/1,退休,,,,,,,,,,,,,,,,,
3099,时光辉,男,汉族,1970/1/1,安徽省,阜阳市,,硕士,1993/7/1,在职,,,,,,,,,,,,,,,,,
3100,沈慧琪,男,汉族,1950/10/1,上海市,,,本科,1974/5/1,退休,,,,,,,,,,,,,,,,,
3101,彭沉雷,男,汉族,1962/11/1,北京市,,,博士,1984/11/1,在职,,,,,,,,,,,,,,,,,
3102,庄少勤,男,汉族,1965/12/1,广东省,揭阳市,揭西县,博士,,在职,,,,,,,,,,,,,,,,,
3103,庄木弟,男,汉族,1965/3/1,上海市,,,硕士,1987/12/1,在职,,,,,,,,,,,,,,,,,
3104,孙雷,男,汉族,1957/11/1,上海市,,,硕士,1981/12/1,在职,,,,,,,,,,,,,,,,,
3105,马乐声,男,汉族,1964/12/1,浙江省,绍兴市,,博士,1984/12/1,在职,,,,,,,,,,,,,,,,,
3106,顾国林,男,汉族,1955/2/1,上海市,,,硕士,1979/12/1,在职,,,,,,,,,,,,,,,,,
3107,张国庆,男,汉族,1955/9/1,河北省,沧州市,青县,硕士,,在职,,,,,,,,,,,,,,,,,
3108,杨文成,男,汉族,1947/4/1,天津市,,,专科,1968/7/1,退休,,,,,,,,,,,,,,,,,
3109,王学旺,男,汉族,1961/11/1,天津市,,,硕士,1986/6/1,在职,,,,,,,,,,,,,,,,,
3110,吕福春,男,汉族,1963/1/1,天津市,,,硕士,1985/6/1,立案查处,,是,贪污腐败,另有搞封建迷信活动,否,2016/1/11,天津市纪委,,,,,,,,,,
3111,李国文,男,汉族,1955/2/1,,,,,,退休,,,,,,,,,,,,,,,,,
3112,郭天保,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3113,赵仲华,男,汉族,1960/3/1,上海市,,,博士,1995/12/1,在职,,,,,,,,,,,,,,,,,
3114,李广文,男,汉族,1954/10/1,天津市,,,硕士,1975/10/1,退休,,,,,,,,,,,,,,,,,
3115,张志宽,男,汉族,,,,,,,在职,,,,,,,,,,,,,,,,,
3116,张文,男,汉族,,,,,,,降/辞/撤职,,否,责任事故,2004年密云县灯会踩踏事故,否,2004/4/16,北京市委,否,,,,,,,,,
3117,金建忠,男,汉族,1954/12/1,上海市,,,硕士,1975/7/1,退休,,,,,,,,,,,,,,,,,
3118,马春雷,男,汉族,1966/7/1,上海市,金山区,,博士,1985/4/1,在职,,,,,,,,,,,,,,,,,
3119,杲云,男,汉族,1965/6/1,江苏省,扬州市,江都区,博士,1996/7/1,在职,,,,,,,,,,,,,,,,,
3120,刘国胜,男,汉族,1951/2/1,,,,,,退休,,,,,,,,,,,,,,,,,
3121,李金生,男,汉族,1944/2/1,上海市,松江区,,高中,,退休,,,,,,,,,,,,,,,,,
3122,李毓毅,男,汉族,1954/10/1,浙江省,绍兴市,上虞市,硕士,1973/6/1,在职,,,,,,,,,,,,,,,,,
3123,吴尧鑫,男,汉族,1952/10/1,浙江省,宁波市,余姚市,硕士,1973/1/1,在职,,,,,,,,,,,,,,,,,
3124,杨建荣,男,汉族,1956/10/1,浙江省,绍兴市,,硕士,1981/12/1,退休,,,,,,,,,,,,,,,,,
3125,李跃旗,男,汉族,1970/4/1,上海市,,,硕士,1991/7/1,在职,,,,,,,,,,,,,,,,,
3126,郝铁川,男,汉族,1959/12/31,河南省,新乡市,卫辉市,博士后,,在职,,,,,,,,,,,,,,,,,
3127,赵福禧,男,汉族,1960/2/1,江苏省,扬州市,仪征市,本科,1985/6/1,在职,,,,,,,,,,,,,,,,,
3128,潘龙清,男,汉族,1949/1/1,,,,本科,,退休,,,,,,,,,,,,,,,,,
3129,杨国雄,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3130,盛亚飞,男,汉族,1956/7/1,上海市,南汇县,,本科,1975/2/1,在职,,,,,,,,,,,,,,,,,
3131,俞太尉,男,汉族,1962/8/1,福建省,宁德市,周宁县,硕士,1996/1/1,在职,,,,,,,,,,,,,,,,,
3132,秦健,男,汉族,1967/11/1,江苏省,无锡市,,硕士,1988/4/1,在职,,,,,,,,,,,,,,,,,
3133,唐海龙,男,汉族,1966/4/1,上海市,,,博士,1985/4/1,在职,,,,,,,,,,,,,,,,,
3134,罗福来,男,汉族,1968/10/1,天津市,武清区,,硕士,,在职,,,,,,,,,,,,,,,,,
3135,陈浙闽,男,汉族,1961/6/1,浙江省,温州市,文成县,硕士,,在职,,,,,,,,,,,,,,,,,
3136,王宏江,男,汉族,1965/9/1,天津市,蓟县,,博士,1984/12/1,在职,,,,,,,,,,,,,,,,,
3137,张景泉,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3138,张世琥,男,汉族,1943/12/1,河北省,沧州市,盐山县,本科,1979/7/1,退休,,,,,,,,,,,,,,,,,
3139,李森阳,男,汉族,1960/8/1,黑龙江省,绥化市,望奎县,本科,1994/6/1,在职,,,,,,,,,,,,,,,,,
3140,宗国英,男,汉族,1963/8/1,河南省,安阳市,内黄县,博士,1984/6/1,在职,,,,,,,,,,,,,,,,,
3141,张家星,男,汉族,1953/2/1,天津市,,,硕士,1975/3/1,立案查处,,是,贪污腐败,,否,2015/4/24,天津市纪委,是,,,,,,,,,
3142,刘树起,男,汉族,1948/4/1,河北省,沧州市,盐山县,本科,1965/8/1,退休,,,,,,,,,,,,,,,,,
3143,李宝锟,男,汉族,1960/10/1,天津市,武清区,,本科,,退休,,,,,,,,,,,,,,,,,
3144,袁树谦,男,汉族,1954/6/1,河北省,保定市,安国市,硕士,1974/9/1,退休,,,,,,,,,,,,,,,,,
3145,李文喜,男,汉族,1954/11/1,河北省,廊坊市,文安县,硕士,1975/2/1,退休,,,,,,,,,,,,,,,,,
3146,魏秀山,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3147,高学忠,男,汉族,1965/8/1,天津市,,,硕士,1989/12/1,在职,,,,,,,,,,,,,,,,,
3148,马明基,男,汉族,1956/4/1,天津市,,,硕士,1976/7/1,在职,,,,,,,,,,,,,,,,,
3149,张桂祥,男,汉族,1950/12/1,天津市,,,本科,1975/3/1,退休,,,,,,,,,,,,,,,,,
3150,王小宁,男,汉族,,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3151,张勇(河北省),男,汉族,1965/12/1,河北省,沧州市,南皮县,博士,,在职,,,,,,,,,,,,,,,,,
3152,王树培,男,汉族,1953/12/1,天津市,武清区,,硕士,,退休,,,,,,,,,,,,,,,,,
3153,李乃彦,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3154,孙文魁,男,汉族,1962/6/1,天津市,,,硕士,1983/12/1,在职,,,,,,,,,,,,,,,,,
3155,张俊滨,男,汉族,1954/10/1,河北省,沧州市,肃宁县,硕士,1974/10/1,在职,,,,,,,,,,,,,,,,,
3156,张胜利,男,汉族,1949/11/1,,,,,,退休,,,,,,,,,,,,,,,,,
3157,王学敏,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3158,蔺雪峰,男,汉族,1966/2/1,河北省,廊坊市,大城县,本科,1999/10/1,在职,,,,,,,,,,,,,,,,,
3159,曹殿卿,男,汉族,1963/4/1,天津市,静海县,,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3160,陶润立,男,汉族,1952/6/1,天津市,静海县,,本科,1973/9/1,退休,,,,,,,,,,,,,,,,,
3161,张新景,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3162,张柏捷,男,汉族,1949/10/1,河北省,廊坊市,文安县,硕士,1975/3/1,退休,,,,,,,,,,,,,,,,,
3163,景悦,男,汉族,1963/6/2,天津市,,,博士,1985/8/1,在职,,,,,,,,,,,,,,,,,
3164,肖松,男,汉族,1969/6/1,天津市,河西区,,硕士,1990/11/1,在职,,,,,,,,,,,,,,,,,
3165,慈树成,男,汉族,1950/6/1,天津市,武清区,,本科,1977/7/1,退休,,,,,,,,,,,,,,,,,
3166,孙振清,男,汉族,1947/3/1,天津市,蓟县,,,,退休,,,,,,,,,,,,,,,,,
3167,张继和,男,汉族,1952/11/1,,,,,,在职,,,,,,,,,,,,,,,,,
3168,刘汉瑞,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3169,刘子利,男,汉族,1961/11/1,河北省,沧州市,盐山县,硕士,1985/12/1,在职,,,,,,,,,,,,,,,,,
3170,王以鸿,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3171,谷正义,男,汉族,,河北省,唐山市,丰南区,不详,,退休,,,,,,,,,,,,,,,,,
3172,只升华,男,汉族,1951/7/1,天津市,,,本科,1975/12/1,退休,,,,,,,,,,,,,,,,,
3173,张志方,男,汉族,1955/3/1,河北省,沧州市,沧县,硕士,1978/2/1,在职,,,,,,,,,,,,,,,,,
3174,王伟庄,男,汉族,1948/2/1,天津市,,,硕士,,退休,,,,,,,,,,,,,,,,,
3175,李树起,男,汉族,1962/8/1,天津市,,,硕士,1982/1/1,在职,,,,,,,,,,,,,,,,,
3176,荣建勋,男,汉族,1955/10/1,江苏省,徐州市,丰县,,1975/10/1,在职,,,,,,,,,,,,,,,,,
3177,张炳江,男,汉族,1965/10/1,天津市,,,硕士,1986/5/1,在职,,,,,,,,,,,,,,,,,
3178,冀国强,男,汉族,1965/11/1,河南省,驻马店市,汝南县,硕士,1987/6/1,在职,,,,,,,,,,,,,,,,,
3179,薛鸿雁,男,汉族,1945/10/1,河北省,衡水市,冀州市,本科,1972/1/1,退休,,,,,,,,,,,,,,,,,
3180,王洪海,男,汉族,1964/8/1,天津市,,,硕士,1991/6/1,在职,,,,,,,,,,,,,,,,,
3181,张家明,男,汉族,1963/12/1,安徽省,合肥市,肥东县,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
3182,黄以云,男,汉族,1942/12/1,福建省,福州市,福清市,本科,1969/11/1,退休,,,,,,,,,,,,,,,,,
3183,张贵林,男,汉族,1963/4/1,广西壮族自治区,桂林市,兴安县,博士,1982/11/1,在职,,,,,,,,,,,,,,,,,
3184,王凤江,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3185,杨德宏,女,汉族,1948/7/1,北京市,大兴区,,硕士,1972/4/1,退休,,,,,,,,,,,,,,,,,
3186,曾赞荣,男,汉族,1969/8/1,湖南省,邵阳市,邵东县,硕士,1987/10/1,在职,,,,,,,,,,,,,,,,,
3187,杨斌,男,汉族,1961/12/1,山东省,潍坊市,昌邑市,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
3188,卢晓明,男,汉族,1951/3/1,,,,本科,1971/11/1,退休,,,,,,,,,,,,,,,,,
3189,白宗全,男,汉族,1942/6/1,,,,,,退休,,,,,,,,,,,,,,,,,
3190,孙康林,男,汉族,1953/12/1,江苏省,南京市,,硕士,1974/12/1,在职,,,,,,,,,,,,,,,,,
3191,周慕冰,男,汉族,1957/9/1,四川省,重庆市（直辖前）,荣昌县,博士,1984/4/1,在职,,,,,,,,,,,,,,,,,
3192,刘光全,男,汉族,1956/8/1,四川省,重庆市（直辖前）,綦江县,硕士,1974/11/1,在职,,,,,,,,,,,,,,,,,
3193,周旬,男,汉族,1959/10/1,四川省,重庆市（直辖前）,巴南区,硕士,1983/1/1,在职,,,,,,,,,,,,,,,,,
3194,黄玉林,男,汉族,1964/2/1,四川省,重庆市（直辖前）,涪陵区,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3195,沐华平,男,汉族,1965/7/1,江苏省,泰州市,兴化市,博士,1984/11/1,在职,,,,,,,,,,,,,,,,,
3196,吴亚,男,汉族,1959/12/1,四川省,重庆市（直辖前）,北碚区,硕士,1986/1/2,在职,,,,,,,,,,,,,,,,,
3197,赖蛟,男,汉族,1972/4/1,四川省,重庆市（直辖前）,荣昌县,硕士,1992/11/1,在职,,,,,,,,,,,,,,,,,
3198,史大平,男,汉族,1958/2/1,四川省,重庆市（直辖前）,荣昌县,博士,1985/7/1,在职,,,,,,,,,,,,,,,,,
3199,杜和平,男,汉族,1963/6/1,四川省,广元市,苍溪县,硕士,1991/5/1,在职,,,,,,,,,,,,,,,,,
3200,王元楷,男,苗族,1955/3/1,四川省,重庆市（直辖前）,彭水县,硕士,1977/4/1,在职,,,,,,,,,,,,,,,,,
3201,陶长海,男,汉族,1963/7/1,四川省,重庆市（直辖前）,沙坪坝区,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3202,何贵,男,汉族,1957/3/1,山西省,朔州市,山阴县,硕士,1975/11/1,退休,,,,,,,,,,,,,,,,,
3203,熊懋仁,男,汉族,1945/12/1,湖北省,武汉市,武昌市,本科,1983/12/1,退休,,,,,,,,,,,,,,,,,
3204,黄波,男,汉族,1956/7/1,四川省,重庆市（直辖前）,万州区,硕士,1973/8/1,在职,,,,,,,,,,,,,,,,,
3205,雷政富,男,汉族,1958/7/1,四川省,重庆市（直辖前）,长寿区,硕士,1984/5/1,立案查处,,是,贪污腐败,,否,2012/11/23,重庆市纪委,是,受贿罪,人民币316万元,2013/6/19,重庆市,渝北区,13年有期徒刑,是,2013/9/6,维持原判
3206,龙华,男,汉族,1958/2/1,四川省,重庆市（直辖前）,巴南区,硕士,1988/6/1,在职,,,,,,,,,,,,,,,,,
3207,吴康明,男,汉族,1963/9/1,四川省,广安市,,硕士,1982/7/1,在职,,,,,,,,,,,,,,,,,
3208,汪夔万,男,汉族,1971/10/1,四川省,重庆市（直辖前）,万州区,博士,1992/6/1,在职,,,,,,,,,,,,,,,,,
3209,王国富,男,汉族,1950/1/1,四川省,重庆市（直辖前）,潼南县,本科,1974/6/1,退休,,,,,,,,,,,,,,,,,
3210,丁洪,男,汉族,1966/4/1,四川省,重庆市（直辖前）,潼南县,硕士,1986/11/1,在职,,,,,,,,,,,,,,,,,
3211,吴道藩,男,汉族,1963/10/1,四川省,重庆市（直辖前）,沙坪坝区,硕士,1985/11/1,在职,,,,,,,,,,,,,,,,,
3212,章勇武,男,汉族,1968/8/1,浙江省,宁波市,宁海县,博士,1991/11/1,在职,,,,,,,,,,,,,,,,,
3213,胡庭吉,男,汉族,,四川省,重庆市（直辖前）,,,,退休,,,,,,,,,,,,,,,,,
3214,史贵升,男,汉族,1964/2/1,山东省,聊城市,莘县,硕士,,立案查处,,是,贪污腐败,,否,2015/2/17,最高检察院,是,受贿罪,人民币179万元,2015/9/25,北京市,石景山区,11年有期徒刑,否,,
3215,姜帆,男,汉族,1964/9/1,北京市,,,博士,1991/12/1,在职,,,,,,,,,,,,,,,,,
3216,郑平,男,汉族,1963/8/1,四川省,重庆市（直辖前）,荣昌县,硕士,1984/3/1,在职,,,,,,,,,,,,,,,,,
3217,何平,男,汉族,1963/7/1,四川省,重庆市（直辖前）,潼南县,博士,1991/12/1,在职,,,,,,,,,,,,,,,,,
3218,石诗龙,男,汉族,1962/7/1,四川省,重庆市（直辖前）,巫山县,本科,1985/3/1,在职,,,,,,,,,,,,,,,,,
3219,张邦平,男,汉族,1964/5/1,四川省,重庆市（直辖前）,云阳县,硕士,1986/7/1,在职,,,,,,,,,,,,,,,,,
3220,唐德祥,男,汉族,1965/1/1,四川省,重庆市（直辖前）,万州区,硕士,1986/11/1,在职,,,,,,,,,,,,,,,,,
3221,马培生,男,汉族,1961/8/1,四川省,重庆市（直辖前）,万州区,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3222,张明生,男,汉族,1961/8/1,四川省,广安市,武胜县,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
3223,罗成,男,汉族,1971/4/1,四川省,重庆市（直辖前）,荣昌县,硕士,1991/5/1,在职,,,,,,,,,,,,,,,,,
3224,龚均,男,汉族,1965/8/1,四川省,重庆市（直辖前）,巴南区,硕士,1990/12/1,在职,,,,,,,,,,,,,,,,,
3225,廖觉超,男,汉族,1961/5/1,四川省,重庆市（直辖前）,梁平县,硕士,,立案查处,,是,贪污腐败,,否,,,是,受贿罪,人民币386.1526万元,2010/12/15,重庆市,,15年有期徒刑,否,,
3226,朱晞颜,男,汉族,1963/1/1,浙江省,金华市,,博士,1995/10/1,在职,,,,,,,,,,,,,,,,,
3227,刘贵忠,男,汉族,1966/5/1,河南省,安阳市,内黄县,硕士,1988/6/1,在职,,,,,,,,,,,,,,,,,
3228,甘联君,男,汉族,1963/4/1,四川省,广安市,邻水县,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3229,熊世明,男,彝族,1966/11/1,贵州省,毕节市,,本科,1988/6/1,在职,,,,,,,,,,,,,,,,,
3230,传志福,男,汉族,,,,,,,立案查处,,是,贪污腐败,,否,2006/6/1,重庆市纪委,是,受贿罪,人民币399.6万元,2007/7/24,重庆市,,无期徒刑,否,,
3231,周传航,男,汉族,1954/3/1,四川省,重庆市（直辖前）,梁平县,本科,1976/10/1,退休,,,,,,,,,,,,,,,,,
3232,刘旗,男,汉族,1964/2/1,山西省,临汾市,,博士,1988/5/1,在职,,,,,,,,,,,,,,,,,
3233,刘新宇,男,汉族,1957/10/1,四川省,重庆市（直辖前）,奉节县,本科,1976/8/1,在职,,,,,,,,,,,,,,,,,
3234,陈杰,男,汉族,1963/10/1,四川省,重庆市（直辖前）,涪陵区,硕士,1983/9/1,在职,,,,,,,,,,,,,,,,,
3235,郭忠亮,男,汉族,1959/10/1,四川省,重庆市（直辖前）,酉阳县,硕士,1985/5/1,在职,,,,,,,,,,,,,,,,,
3236,贾建国,男,汉族,1966/5/1,四川省,南充市,南部县,博士,1992/1/1,在职,,,,,,,,,,,,,,,,,
3237,江绍中,男,汉族,1953/3/1,四川省,重庆市（直辖前）,开县,本科,,退休,,,,,,,,,,,,,,,,,
3238,谢金峰,男,汉族,1966/11/1,四川省,南充市,南部县,博士,,在职,,,,,,,,,,,,,,,,,
3239,刘本荣,男,汉族,1954/11/1,重庆市,开县,,硕士,1974/12/1,退休,,,,,,,,,,,,,,,,,
3240,盛娅农,女,汉族,1965/5/1,重庆市,丰都县,,硕士,1986/6/1,在职,,,,,,,,,,,,,,,,,
3241,卢建辉,女,汉族,1964/10/1,四川省,自贡市,,硕士,1986/4/1,在职,,,,,,,,,,,,,,,,,
3242,方佳军,男,汉族,1964/2/1,浙江省,衢州市,,硕士,1987/6/1,在职,,,,,,,,,,,,,,,,,
3243,卢伟,男,汉族,1962/5/1,重庆市,渝中区,渝中区,硕士,1986/4/1,在职,,,,,,,,,,,,,,,,,
3244,吕明良,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3245,辛世杰,男,汉族,1961/8/1,河北省,沧州市,南皮县,本科,1985/10/1,在职,,,,,,,,,,,,,,,,,
3246,江涛,男,汉族,1962/6/1,重庆市,北碚区,,本科,1985/10/1,在职,,,,,,,,,,,,,,,,,
3247,赵崇亮,男,汉族,1952/10/1,重庆市,璧山县,,本科,1974/12/1,退休,,,,,,,,,,,,,,,,,
3248,周波,男,汉族,1972/2/1,重庆市,长寿区,,硕士,1995/1/1,在职,,,,,,,,,,,,,,,,,
3249,周少政,男,汉族,1963/11/1,重庆市,开县,,硕士,1985/3/1,在职,,,,,,,,,,,,,,,,,
3250,王隆生,男,汉族,1950/6/1,江苏省,扬州市,宝应县,本科,,退休,,,,,,,,,,,,,,,,,
3251,王立民,男,汉族,1966/1/1,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3252,石国文,男,汉族,1956/3/1,重庆市,沙坪坝区,,硕士,,退休,,,,,,,,,,,,,,,,,
3253,吴国升,男,汉族,1963/7/1,浙江省,金华市,兰溪市,硕士,1984/7/1,在职,,,,,,,,,,,,,,,,,
3254,姚斌,男,汉族,1965/4/1,四川省,内江市,隆昌县,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
3255,李春奎,男,汉族,1969/4/1,重庆市,大足区,大足区,硕士,1995/10/1,在职,,,,,,,,,,,,,,,,,
3256,胡健康,男,汉族,1950/8/1,重庆市,南川区,南川区,硕士,1973/12/1,退休,,,,,,,,,,,,,,,,,
3257,张鸣,男,汉族,1962/6/1,湖南省,岳阳市,汨罗市,本科,1984/8/1,在职,,,,,,,,,,,,,,,,,
3258,秦敏,男,汉族,1963/5/1,山西省,晋城市,高平市,本科,1983/6/1,在职,,,,,,,,,,,,,,,,,
3259,黄仕焱,男,汉族,1952/1/2,重庆市,南川区,,本科,1980/1/2,退休,,,,,,,,,,,,,,,,,
3260,汤宗伟,男,汉族,1961/7/7,四川省,自贡市,,硕士,1991/7/1,在职,,,,,,,,,,,,,,,,,
3261,沈晓钟,男,汉族,1962/11/1,湖北省,天门市,,硕士,1993/11/1,在职,,,,,,,,,,,,,,,,,
3262,李洪义,男,汉族,1965/12/1,山东省,潍坊市,诸城市,硕士,1986/7/1,在职,,,,,,,,,,,,,,,,,
3263,郑洪,男,汉族,1955/5/1,重庆市,江津区,,硕士,1975/12/1,在职,,,,,,,,,,,,,,,,,
3264,周曦,女,汉族,1969/9/1,重庆市,铜梁县,,硕士,1994/9/1,在职,,,,,,,,,,,,,,,,,
3265,程晓阳,男,汉族,1965/5/1,重庆市,丰都县,,硕士,1992/10/1,在职,,,,,,,,,,,,,,,,,
3266,向和平,男,汉族,1958/8/1,重庆市,奉节县,,硕士,1976/10/1,在职,,,,,,,,,,,,,,,,,
3267,米绍林,男,汉族,1961/6/1,,,,本科,,在职,,,,,,,,,,,,,,,,,
3268,裴智,男,汉族,1957/8/1,重庆市,南岸区,,硕士,1983/6/1,在职,,,,,,,,,,,,,,,,,
3269,卢鹏飞,男,汉族,1967/11/1,湖北省,黄冈市,黄梅县,硕士,1991/6/1,在职,,,,,,,,,,,,,,,,,
3270,于松柏,男,汉族,1962/11/1,山东省,威海市,文登区,硕士,1983/12/1,在职,,,,,,,,,,,,,,,,,
3271,刘祖礼,男,汉族,1964/1/1,重庆市,江津区,,本科,1986/5/1,在职,,,,,,,,,,,,,,,,,
3272,辛国荣,男,汉族,1963/9/1,重庆市,北碚区,,硕士,1991/4/1,在职,,,,,,,,,,,,,,,,,
3273,宁光贤,男,汉族,1963/2/1,重庆市,綦江区,,硕士,1986/6/1,在职,,,,,,,,,,,,,,,,,
3274,罗建极,男,汉族,1963/9/1,重庆市,开县,,硕士,1990/12/1,立案查处,,是,贪污腐败,,否,2015/7/22,重庆市纪委,是,受贿罪、滥用职权罪,人民币1197万元,2016/6/7,重庆市,渝北区,,,,
3275,蹇泽西,男,汉族,1963/9/1,重庆市,江津区,,硕士,1990/2/1,在职,,,,,,,,,,,,,,,,,
3276,王耘农,男,汉族,1953/6/1,重庆市,,,本科,,退休,,,,,,,,,,,,,,,,,
3277,高荣淼,男,汉族,,,,,,,降/辞/撤职,,是,违纪,,否,2000/5/23,重庆市纪委,否,,违规安排移民资金200万元、接受违规奖金,,,,,,,
3278,李仁富,男,汉族,,,,,,,降/辞/撤职,,否,违纪,,否,2000/5/23,重庆市纪委,否,,接受违规奖金,,,,,,,
3279,黄长武,男,土家族,1965/5/1,重庆市,石柱土家族自治县,,硕士,1988/6/1,在职,,,,,,,,,,,,,,,,,
3280,王显刚,男,汉族,1963/3/1,重庆市,江津区,,硕士,1985/9/1,在职,,,,,,,,,,,,,,,,,
3281,张学锋,男,汉族,1963/7/1,重庆市,渝中区,,本科,1987/1/1,在职,,,,,,,,,,,,,,,,,
3282,肖敏,男,汉族,1956/6/1,重庆市,奉节县,,硕士,,退休,,,,,,,,,,,,,,,,,
3283,滕英明,男,汉族,1965/10/1,重庆市,城口县,,硕士,1985/7/1,在职,,,,,,,,,,,,,,,,,
3284,覃昌德,男,汉族,1976/5/1,重庆市,巫山县,,硕士,1998/3/1,在职,,,,,,,,,,,,,,,,,
3285,张道华,男,汉族,1952/4/1,四川省,成都市,,专科,1980/12/1,退休,,,,,,,,,,,,,,,,,
3286,李志雄,男,汉族,1963/4/1,福建省,南平市,邵武市,硕士,1986/10/1,在职,,,,,,,,,,,,,,,,,
3287,蒋宜茂,男,汉族,1961/8/1,重庆市,丰都县,,硕士,1985/4/1,在职,,,,,,,,,,,,,,,,,
3288,代小红,女,汉族,1966/11/1,重庆市,綦江区,,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3289,王义昭,男,汉族,1955/1/2,,,,硕士,,退休,,,,,,,,,,,,,,,,,
3290,纪涛,男,汉族,1954/10/1,山东省,烟台市,海阳市,硕士,1975/2/1,退休,,,,,,,,,,,,,,,,,
3291,王作安,男,汉族,1964/11/1,山东省,青岛市,,博士,1993/9/1,在职,,,,,,,,,,,,,,,,,
3292,韩树明,男,汉族,1965/6/1,辽宁省,营口市,,博士,1985/4/1,立案查处,,是,贪污腐败,2013年1月因赵红霞开房不雅视频事件被中共重庆市委免除长寿区委副书记、区长职务,否,2013/1/24,重庆市纪委,是,受贿罪,人民币443万余元,2013/12/13,重庆市,渝北区,14年有期徒刑,否,,
3293,乔明佳,男,汉族,1963/8/1,湖北省,荆州市,松滋市,硕士,1984/7/1,在职,,,,,,,,,,,,,,,,,
3294,郭汝齐,男,汉族,1955/9/1,重庆市,荣昌县,,硕士,1985/10/1,退休,,,,,,,,,,,,,,,,,
3295,唐林,男,汉族,1960/3/1,重庆市,开县,,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3296,王银峰,男,汉族,1962/8/1,河南省,开封市,尉氏县,博士,1996/5/1,在职,,,,,,,,,,,,,,,,,
3297,关海祥,男,蒙古族,1969/9/1,吉林省,白城市,洮南市,博士,1992/6/1,在职,,,,,,,,,,,,,,,,,
3298,熊雪,男,汉族,1962/12/1,重庆市,渝北区,,硕士,1984/6/1,在职,,,,,,,,,,,,,,,,,
3299,刘加才,男,汉族,1964/11/1,四川省,自贡市,,硕士,1987/3/1,在职,,,,,,,,,,,,,,,,,
3300,王合清,男,汉族,1967/6/1,重庆市,开县,,硕士,1991/12/1,在职,,,,,,,,,,,,,,,,,
